Wiki ID	Document	People	Places	PER BORN	PLACE BORN	Student ID
14995351	Michael Joseph Jackson ( August 29 , 1958 – June 25 , 2009 ) was an American singer , songwriter , and dancer . Dubbed the `` King of Pop '' , he was one of the most popular entertainers in the world and one of the best-selling music artists of all time . Jackson 's contributions to music , dance , and fashion along with his publicized personal life made him a global figure in popular culture for over four decades . The eighth child of the Jackson family , Michael made his professional debut in 1964 with his elder brothers Jackie , Tito , Jermaine , and Marlon as a member of the Jackson 5 .	Michael; Jackson; Michael Joseph Jackson; Jackson; Jackie	Jermaine; Tito			3034259466
4862102	Peter Hugh McGregor Ellis ( born 30 March 1958 ) is a former Christchurch child care worker who was at the centre of one of New Zealand 's most enduring judicial controversies . In June 1993 Ellis was found guilty in the High Court on 16 counts of sexual offences involving children in his care at the Christchurch Civic Creche and sentenced to 10 years ' imprisonment . His conviction was strongly criticised , with concerns centering on how the children 's testimony was obtained and presented to the jury . Ellis maintained his innocence and many New Zealanders supported his calls to overturn the conviction .	Peter Hugh McGregor Ellis; Civic Creche; Ellis; Ellis	New Zealand 's			3034259466
319947	Kwame Malik Kilpatrick ( born June 8 , 1970 ) is an American former politician , having served as a Democratic Michigan state representative and mayor of Detroit from 2002 to 2008 . He resigned as mayor in September 2008 after being convicted of perjury and obstruction of justice . Kilpatrick was sentenced to four months in jail and was released on probation after serving 99 days . On May 25 , 2010 , he was sentenced to 18 months to five years in state prison for violating his probation , and served time at the Oaks Correctional Facility in northwest Michigan .	Kwame Malik Kilpatrick; Kilpatrick	Detroit; Michigan; Michigan			3034259466
925974	Olivia Mary Manning ( 2 March 1908 – 23 July 1980 ) was a British novelist , poet , writer , and reviewer . Her fiction and non-fiction , frequently detailing journeys and personal odysseys , were principally set in the United Kingdom , Europe , and the Middle East . She often wrote from her personal experience , though her books also demonstrate strengths in imaginative writing . Her books are widely admired for her artistic eye and vivid descriptions of place .	Olivia Mary Manning	the United Kingdom			3032621906
4629012	Karim Mostafa Benzema ( born 19 December 1987 ) is a French professional footballer who plays as a striker for Spanish club Real Madrid and the France national team . He has been described as an `` immensely talented striker '' who is `` strong and powerful '' and `` a potent finisher from inside the box '' . Benzema was born in the city of Lyon and began his football career with local club Bron Terraillon . In 1996 , he joined Olympique Lyonnais , and subsequently came through the club 's youth academy .	Karim Mostafa Benzema; Bron Terraillon; Benzema	France	Karim Mostafa Benzema	Lyon	3032621906
163837	Tracey Emin , CBE , RA ( ; born 1963 ) is an English artist known for her autobiographical and confessional artwork . Emin produces work in a variety of media including drawing , painting , sculpture , film , photography , neon text and sewn appliqué . Once the `` enfant terrible '' of the Young British Artists in the 1980s , Tracey Emin is now a Royal Academician of the Royal Academy of Arts . In 1997 , her work `` Everyone I Have Ever Slept With 1963–1995 '' , a tent appliquéd with the names of everyone the artist had ever shared a bed with was shown at Charles Saatchi 's `` Sensation '' exhibition held at the Royal Academy in London .	Tracey Emin; Tracey Emin; Charles Saatchi 's; Emin	London			3032621906
13219	Howard Winchester Hawks ( May 30 , 1896December 26 , 1977 ) was an American film director , producer and screenwriter of the classic Hollywood era . Critic Leonard Maltin called him `` the greatest American director who is not a household name . '' Hawks was a versatile director whose career included comedies , dramas , gangster films , science fiction , film noir , and westerns . His most popular films include `` Scarface '' ( 1932 ) , `` Bringing Up Baby '' ( 1938 ) , `` Only Angels Have Wings '' ( 1939 ) , `` His Girl Friday '' ( 1940 ) , `` To Have and Have Not '' ( 1944 ) , `` The Big Sleep '' ( 1946 ) , `` Red River '' ( 1948 ) , `` The Thing from Another World '' ( 1951 ) , and `` Rio Bravo '' ( 1959 ) .	Hawks; Leonard Maltin; Girl	Hollywood			3032621906
50226	William Wilberforce ( 24 August 175929 July 1833 ) was an English politician , philanthropist , and a leader of the movement to stop the slave trade . A native of Kingston upon Hull , Yorkshire , he began his political career in 1780 , eventually becoming a Member of Parliament for Yorkshire ( 1784–1812 ) . He was independent of party . In 1785 , he became an evangelical Christian , which resulted in major changes to his lifestyle and a lifelong concern for social reform and progress .	Yorkshire; Hull; William Wilberforce	Kingston	William Wilberforce	Kingston upon Hull , Yorkshire	3032621906
585705	Walter Reginald `` Wally '' Hammond ( 19 June 1903 – 1 July 1965 ) was an English first-class cricketer who played for Gloucestershire in a career that lasted from 1920 to 1951 . Beginning as a professional , he later became an amateur and was appointed captain of England . Primarily a middle-order batsman , `` Wisden Cricketers ' Almanack '' described him in his obituary as one of the four best batsmen in the history of cricket . He was considered to be the best English batsman of the 1930s by commentators and those with whom he played ; they also said that he was one of the best slip fielders ever .	Almanack; Walter Reginald	England; Gloucestershire			3032621906
38828	Michael Rubens Bloomberg ( born February 14 , 1942 ) is an American businessman , politician , author , and philanthropist . As of June 2018 , his net worth was estimated at $ 51.8 billion , making him the 8th-richest person in the United States and the 11th richest person in the world . He has joined The Giving Pledge , whereby billionaires pledge to give away at least half of their wealth . Bloomberg is the founder , CEO , and owner of Bloomberg L.P. , a global financial services , mass media , and software company that bears his name , and is notable for its Bloomberg Terminal , a computer software system providing financial data widely used in the global financial services industry .	Bloomberg L.P.; Michael Rubens Bloomberg; Bloomberg	the United States			3032621906
216485	Judah Philip Benjamin , QC ( August 11 , 1811 – May 6 , 1884 ) was a lawyer and politician who was a United States Senator from Louisiana , a Cabinet officer of the Confederate States and , after his escape to the United Kingdom at the end of the American Civil War , an English barrister . Benjamin was the first Jew to be elected to the United States Senate who had not renounced that faith , and was the first Jew to hold a Cabinet position in North America . Benjamin was born to Sephardic Jewish parents from London , who had moved to St. Croix in the Danish West Indies when it was occupied by Britain during the Napoleonic Wars . Seeking greater opportunities , his family immigrated to the United States , eventually settling in Charleston , South Carolina .	Judah Philip Benjamin; Benjamin; QC; Benjamin; Jew; Jew	London; a United States; Louisiana; St. Croix; Britain; the United Kingdom; the United States; the Confederate States; South Carolina; Charleston			3032621906
6948795	Lisa Carprini Sthalekar ( born 13 August 1979 ) is the former captain of Australia 's international women 's cricket team . In domestic cricket she represents New South Wales . She is a right-handed all rounder who bowls off spin , and was rated as the leading all rounder in the world when rankings were introduced . She is the first woman to score 1,000 runs and take 100 wickets in ODIs .	Lisa Carprini Sthalekar	New South Wales; Australia			3032621906
83895	John Henry Newman , ( 21 February 1801 – 11 August 1890 ) was a poet and theologian , first an Anglican priest and later a Catholic priest and cardinal , who was an important and controversial figure in the religious history of England in the 19th century . He was known nationally by the mid-1830s . Originally an evangelical Oxford University academic and priest in the Church of England , Newman then became drawn to the high-church tradition of Anglicanism . He became known as a leader of , and an able polemicist for , the Oxford Movement , an influential and controversial grouping of Anglicans who wished to return to the Church of England many Catholic beliefs and liturgical rituals from before the English Reformation .	Newman; John Henry Newman	the English Reformation; England			3032621906
11466	Francisco Franco Bahamonde ( ; ; 4 December 1892 – 20 November 1975 ) was a Spanish general who ruled over Spain as a military dictator from 1939 , after the nationalist victory in the Spanish Civil War , until his death in 1975 . This period in Spanish history is commonly known as Francoist Spain . During the dictatorship of Miguel Primo de Rivera 1923-1930 , Franco was promoted general at age 33 , the youngest in Europe . As a conservative and a monarchist , Franco opposed the abolition of the monarchy and the establishment of a democratic secular republic in 1931 .	Francisco Franco Bahamonde; Francoist Spain; Miguel Primo de Rivera; Franco; Franco	Spain	Francisco Franco Bahamonde	Spain	3034503083
3774806	Bartholomew Patrick `` Bertie '' Ahern ( born 12 September 1951 ) is a former Irish Fianna Fáil politician who served as Taoiseach from 1997 to 2008 , Leader of Fianna Fáil from 1994 to 2008 , Leader of the Opposition from 1994 to 1997 , Tánaiste and Minister for Arts , Culture and the Gaeltacht from November 1994 to December 1994 , Deputy Leader of Fianna Fáil from 1992 to 1994 , Minister for Industry and Commerce in January 1993 , Minister for Finance from 1991 to 1994 , Minister for Labour from 1987 to 1991 , Government Chief Whip and Minister of State at the Department of Defence from March 1982 to December 1982 and Lord Mayor of Dublin from 1986 to 1987 . He served as a Teachta Dála ( TD ) from 1977 to 2011 . In 1994 , Ahern was elected the sixth Leader of Fianna Fáil . Under Ahern 's leadership , Fianna Fáil led three coalition governments .	Gaeltacht; Fianna Fáil; Fáil; Tánaiste; Fianna; Fianna Fáil; Fianna Fáil	Dublin			3034503083
39034	Julius Robert Oppenheimer ( ; April 22 , 1904 – February 18 , 1967 ) was an American theoretical physicist and professor of physics at the University of California , Berkeley . Oppenheimer was the wartime head of the Los Alamos Laboratory and is among those who are credited with being the `` father of the atomic bomb '' for their role in the Manhattan Project , the World War II undertaking that developed the first nuclear weapons used in the atomic bombings of Hiroshima and Nagasaki . The first atomic bomb was detonated on July 16 , 1945 , in the Trinity test in New Mexico ; Oppenheimer later remarked that it brought to mind words from the `` Bhagavad Gita '' : `` Now I am become Death , the destroyer of worlds . '' After the war ended , Oppenheimer became chairman of the influential General Advisory Committee of the newly created United States Atomic Energy Commission .	Julius Robert Oppenheimer	Nagasaki; Hiroshima; New Mexico			3034503083
969666	Sir William Phips ( or Phipps ; February 2 , 1651 – February 18 , 1695 ) was a shepherd boy born in the Massachusetts Bay Colony , a shipwright , ship 's captain , treasure hunter , a major general , and the first royally appointed governor of the Province of Massachusetts Bay . He is perhaps best remembered for establishing , and later over-ruling and disbanding , the court associated with the infamous Salem Witch Trials . Of humble origin , uneducated , and fatherless from a young age , he watched over his family 's flock of sheep before apprenticing to a shipbuilder near his home in present-day Maine . He moved to Boston to start a business building ships and soon began to embark on treasure-hunting expeditions to the West Indies .	Phipps; William Phips	Boston; Maine; the Province of Massachusetts Bay	Phipps; William Phips	Massachusetts Bay Colony	3034503083
2017814	Xi Jinping ( ; ; born 15 June 1953 ) is a Chinese politician serving as general secretary of the Communist Party of China ( CPC ) , president of the People 's Republic of China , and chairman of the Central Military Commission . Often described as China 's `` paramount leader '' , in 2016 the CPC officially gave him the title of `` core leader '' . As general secretary , Xi holds an ex-officio seat on the Politburo Standing Committee of the Communist Party of China , China 's top decision-making body . Xi is the first general secretary born after the Second World War and the establishment of the People 's Republic of China .	Xi; Xi Jinping; Xi	the People 's Republic of China; China; China; the People 's Republic of China	Xi; Xi Jinping; Xi	the People 's Republic of China; China; China; the People 's Republic of China	3034503083
66951	Józef Klemens Piłsudski ( ; 5 December 1867 – 12 May 1935 ) was a Polish statesman who served as the Chief of State ( 1918–22 ) and First Marshal of Poland ( from 1920 ) . He was considered the `` de facto '' leader ( 1926–35 ) of the Second Polish Republic as the Minister of Military Affairs . From World War I he had great power in Polish politics and was a distinguished figure on the international scene . He is viewed as a father of the Second Polish Republic re-established in 1918 , 123 years after the 1795 Partitions of Poland by Austria , Prussia and Russia .	Józef Klemens Piłsudski	Prussia; Russia; Austria			3034503083
23229	Paul Leroy Robeson ( ; April 9 , 1898 – January 23 , 1976 ) was an American bass baritone concert artist and stage and film actor who became famous both for his cultural accomplishments and for his political activism . Educated at Rutgers College and Columbia University , he was also a star athlete in his youth . He also studied Swahili and linguistics at the School of Oriental and African Studies , London in 1934 . His political activities began with his involvement with unemployed workers and anti-imperialist students whom he met in Britain and continued with support for the Loyalist cause in the Spanish Civil War and his opposition to fascism .	Paul Leroy Robeson	Britain; London; Swahili			3034503083
555333	Irfan Khan Pathan ( ) ( ; born 27 October 1984 ) is an Indian cricketer who plays all formats of the game . He made his debut for India in the 2003/04 Border-Gavaskar Trophy , and was a core member of the national team until a decline in form set in during 2006 , forcing him out of the team . Since then , he has been in and out of the limited-overs teams ( ODIs and T20Is ) , and has only sporadic appearances in Test cricket . Pathan played his last Test in April , 2008 at the age of 24 .	Pathan; Irfan Khan Pathan	India	Pathan; Irfan Khan Pathan	India	3034503083
298897	Sir Johannes Bjelke-Petersen , ( ; 13 January 191123 April 2005 ) was an Australian politician . He was the longest-serving and longest-lived Premier of Queensland , holding office from 1968 to 1987 , during which time the state underwent considerable economic development . His uncompromising conservatism ( including his role in the downfall of the Whitlam federal government ) , his political longevity , and his leadership of a government that , in its later years , was revealed to be institutionally corrupt , made him one of the best-known and most controversial political figures of 20th century Australia . Bjelke-Petersen 's Country ( later National ) Party controlled Queensland despite consistently receiving the smallest number of votes out of the state 's leading three parties , achieving the result through a notorious system of electoral malapportionment that resulted in rural votes having a greater value than those cast in city electorates .	Bjelke-Petersen 's; Johannes Bjelke-Petersen; Whitlam	Queensland; Queensland; Australia			3034503083
689385	Mary Dyer ( born Marie Barrett ; c. 1611 – 1 June 1660 ) was an English and colonial American Puritan turned Quaker who was hanged in Boston , Massachusetts Bay Colony , for repeatedly defying a Puritan law banning Quakers from the colony . She is one of the four executed Quakers known as the Boston martyrs . While the place of her birth is not known , she was married in London in 1633 to the milliner William Dyer . Mary and William were Puritans who were interested in reforming the Anglican Church from within , without separating from it .	William; Mary; Quakers; Marie Barrett; Mary Dyer; William Dyer	Puritan; Quaker; Boston; Boston; London; Puritan			3034503083
6951166	George Soros , Hon ( born György Schwartz ; August 12 , 1930 ) is a Hungarian-American investor , business magnate , philanthropist , political activist and author . He is one of the world 's most successful investors . As of February 2018 , he had a net worth of $ 8 billion , after donating $ 18 billion to his philanthropic agency , Open Society Foundations . Born in Budapest , Soros survived Nazi Germany-occupied Hungary and immigrated to England in 1947 after Hungary was occupied by Soviet troops .	Soros; George Soros; Hon; György Schwartz	Budapest; England; Hungary; Germany; Hungary	George Soros	Budapest	3034257464
1331630	Bhimsen Thapa ( ; August 1775 – 5 August 1839 ) was the `` Mukhtiyar '' ( equivalent to prime minister ) and de facto ruler of Nepal from 1806 to 1837 . Bhimsen rose to power by initially serving as a bodyguard and personal secretary of King Rana Bahadur Shah . Bhimsen had accompanied Rana Bahadur Shah to Varanasi after his abdication and subsequent exile in 1800 . In Varanasi , Bhimsen helped Rana Bahadur engineer his return to power in 1804 .	Rana Bahadur Shah; Rana Bahadur; Bhimsen; Bhimsen Thapa	Nepal	Bhimsen Thapa	Nepal	3034257464
30535	Theodore Roosevelt Jr. ( ; October 27 , 1858 – January 6 , 1919 ) was an American statesman and writer who served as the 26th President of the United States from 1901 to 1909 . He also served as the 25th Vice President of the United States from March to September 1901 and as the 33rd Governor of New York from 1899 to 1900 . As a leader of the Republican Party during this time , he became a driving force for the Progressive Era in the United States in the early 20th century . His face is depicted on Mount Rushmore , alongside those of George Washington , Thomas Jefferson , and Abraham Lincoln .	Thomas Jefferson; George Washington; Abraham Lincoln; Theodore Roosevelt Jr.	New York; the United States; the United States; the United States	Theodore Roosevelt Jr.	New York	3034257464
70843	Hafez al-Assad ( ' , ; 6 October 1930 – 10 June 2000 ) was a Syrian politician who served as President of Syria from 1971 to 2000 . He was also Prime Minister from 1970 to 1971 , as well as Regional Secretary of the Regional Command of the Syrian Regional Branch of the Arab Socialist Ba'ath Party and Secretary General of the National Command of the Ba'ath Party from 1970 to 2000 . Assad participated in the 1963 Syrian coup d'état which brought the Syrian Regional Branch of the Arab Socialist Ba'ath Party to power , and the new leadership appointed him Commander of the Syrian Air Force . In 1966 , Assad participated in a second coup , which toppled the traditional leaders of the Ba'ath Party and brought a radical military faction headed by Salah Jadid to power .	Salah Jadid; al-Assad	Assad; the Syrian Regional Branch; Assad; Syria	Hafez Al-Assad	Syria	3034257464
43373	Clinton Eastwood Jr. ( born May 31 , 1930 ) is an American actor , filmmaker , musician , and political figure . After achieving success in the Western TV series `` Rawhide '' , he rose to international fame with his role as the Man with No Name in Italian filmmaker Sergio Leone 's `` Dollars '' Trilogy of spaghetti Westerns during the 1960s , and as antihero cop Harry Callahan in the five `` Dirty Harry '' films throughout the 1970s and 1980s . These roles , among others , have made Eastwood an enduring cultural icon of masculinity . For his work in the Western film `` Unforgiven '' ( 1992 ) and the sports drama `` Million Dollar Baby '' ( 2004 ) , Eastwood won Academy Awards for Best Director and Best Picture , as well as receiving nominations for Best Actor .	Clinton Eastwood Jr.; Sergio Leone 's; Harry Callahan	Eastwood	Clinton Eastwood	America	3034257464
7766419	Benjamin Harrison ( August 20 , 1833 – March 13 , 1901 ) was an American politician and lawyer who served as the 23rd President of the United States from 1889 to 1893 . He was a grandson of the ninth president , William Henry Harrison , creating the only grandfathergrandson duo to have held the office . He was also the great-grandson of Benjamin Harrison V , a founding father . Before ascending to the presidency , Harrison established himself as a prominent local attorney , Presbyterian church leader , and politician in Indianapolis , Indiana .	Benjamin Harrison; Harrison; Benjamin Harrison; William Henry Harrison	Indiana; Indianapolis; the United States	Benjamin Harrison	Indianapolis, Indiana	3034257464
133250	Jesse Alexander Helms Jr. ( October 18 , 1921 – July 4 , 2008 ) was an American politician and a leader in the conservative movement . He was elected five times as a Republican to the United States Senate from North Carolina . As chairman of the Senate Foreign Relations Committee from 1995 to 2001 he had a major voice in foreign policy . Helms helped organize and fund the conservative resurgence in the 1970s , focusing on Ronald Reagan 's quest for the White House as well as helping many local and regional candidates .	Jesse Alexander Helms Jr.; Ronald Reagan 's	North Carolina; the United States Senate	Jesse Alexander Helms Jr.	North Carolina	3034257464
3775023	Frederick Russell Burnham DSO ( May 11 , 1861 – September 1 , 1947 ) was an American scout and world-traveling adventurer . He is known for his service to the British South Africa Company and to the British Army in colonial Africa , and for teaching woodcraft to Robert Baden-Powell in Rhodesia . He helped inspire the founding of the international Scouting Movement . Burnham was born on a Dakota Sioux Indian reservation in Minnesota where he learned the ways of American Indians as a boy .	Frederick Russell Burnham DSO; Burnham; Robert Baden-Powell	Minnesota; Rhodesia	Frederick Russell Burnham DSO	Minnesota	3034257464
413271	Sir Alfred Ernest Ramsey ( 22 January 1920 – 28 April 1999 ) was an English football player and manager who was manager of England from 1963 to 1974 , and guided England to victory in the 1966 FIFA World Cup . Knighted in 1967 in recognition of England 's World Cup win , Ramsey also managed England to third place in the 1968 European Championship and the quarter-finals of the 1970 World Cup and the 1972 European Championship respectively . As a player , Ramsey was a defender and a member of England 's 1950 World Cup squad . Ramsey was born and raised in a quiet Essex village .	Ramsey; Alfred Ernest Ramsey; Ramsey	England; England; England; England; England	Sir Alfred Ernest Ramsey	Essex, England	3034257464
34678382	Douglas W. Owsley , Ph.D. ( born July 21 , 1951 ) is an American anthropologist who is the current Head of Physical Anthropology at the Smithsonian 's National Museum of Natural History ( NMNH ) . He is widely regarded one of the most prominent and influential archaeologists and forensic anthropologists in the world in some popular media . In September 2001 , he provided scientific analysis at the military mortuary located at Dover Air Force Base , following the 9/11 attack in Washington D.C . The following year , the US Department of Defense honored him with the Commander 's Award for Civilian Service for helping in the identification of 60 federal and civilian victims who died when American Airlines Flight 77 hit the Pentagon .	Douglas W. Owsley; Ph.D.	Washington	Douglas W. Owsley , Ph.D.	America	3034257464
19732690	John Tyler ( March 29 , 1790 – January 18 , 1862 ) was the tenth President of the United States from 1841 to 1845 after briefly being the tenth Vice President ( 1841 ) ; he was elected to the latter office on the 1840 Whig ticket with President William Henry Harrison . Tyler ascended to the presidency after Harrison 's death in April 1841 , only a month after the start of the new administration . He was a supporter of states ' rights , and as president he adopted nationalist policies only when they did not infringe on the powers of the states . His unexpected rise to the presidency , with the resulting threat to the presidential ambitions of Henry Clay and other politicians , left him estranged from both major political parties .	Harrison; Henry Clay; John Tyler; Tyler; William Henry Harrison	the United States	John Tyler; William Henry Harrison	the United States	3032523404
353000	The Polish–Soviet War ( February 1919 – March 1921 ) was fought by the Second Polish Republic , Ukrainian People 's Republic and the proto–Soviet Union ( Soviet Russia and Soviet Ukraine ) for control of a region comparable to today 's westernmost Ukraine and parts of modern Belarus . Poland 's Chief of State , Józef Piłsudski , felt the time was right to expand Polish borders as far east as feasible , to be followed by a Polish-led `` Intermarium '' federation of Central and Eastern European states , as a bulwark against the re-emergence of German and Russian imperialism . Lenin saw Poland as the bridge the Red Army had to cross to assist other communist movements and bring about more European revolutions . By 1919 , Polish forces had taken control of much of Western Ukraine , emerging victorious from the Polish–Ukrainian War .	Józef Piłsudski; Lenin	Poland; Soviet Union; Belarus; Ukraine; Poland; Russia; Ukraine; Ukrainian People 's Republic	Józef Piłsudski	Poland	3032523404
5060092	The Battle of Langemarck ( 16–18 August 1917 ) was the second Anglo-French general attack of the Third Battle of Ypres , during the First World War . The battle took place near Ypres in Belgian Flanders , on the Western Front against the German 4th Army . The French First Army had a big success on the northern flank from Bixschoote to Drie Grachten and the British gained a substantial amount of ground northwards from Langemark to the boundary with the French . The attack on the Gheluvelt Plateau on the right ( southern ) flank captured a considerable amount of ground but failed to reach its objectives .	Drie Grachten	Ypres; Bixschoote			3032523404
48351	Irving Berlin ( born Israel Beilin ( ) – September 22 , 1989 ) was an American composer and lyricist , widely considered one of the greatest songwriters in American history . His music forms a great part of the Great American Songbook . Born in Imperial Russia , Berlin arrived in the United States at the age of five . He published his first song , `` Marie from Sunny Italy '' , in 1907 , receiving 33 cents for the publishing rights , and had his first major international hit , `` Alexander 's Ragtime Band '' in 1911 .	Irving Berlin; Alexander; Israel Beilin	Imperial Russia; Berlin; the United States	Irving Berlin	Imperial Russia	3032523404
26683	Stanley Kubrick ( ; July 26 , 1928 – March 7 , 1999 ) was an American film director , screenwriter , and producer . He is frequently cited as one of the greatest and most influential directors in cinematic history . His films , which are mostly adaptations of novels or short stories , cover a wide range of genres , and are noted for their realism , dark humor , unique cinematography , extensive set designs , and evocative use of music . Kubrick was raised in the Bronx , New York City , and attended William Howard Taft High School from 1941 to 1945 .	Stanley Kubrick; William Howard	Bronx; New York City			3032523404
17268	Karlheinz Stockhausen ( ; 22 August 1928 – 5 December 2007 ) was a German composer , widely acknowledged by critics as one of the most important ( ; ; ; ) but also controversial composers of the 20th and early 21st centuries . A critic calls him `` one of the great visionaries of 20th-century music '' . He is known for his groundbreaking work in electronic music , for introducing controlled chance ( aleatory techniques or aleatoric musical techniques ) into serial composition , and for musical spatialization . He was educated at the Hochschule für Musik Köln and the University of Cologne , later studying with Olivier Messiaen in Paris and with Werner Meyer-Eppler at the University of Bonn .	Werner Meyer-Eppler; Musik Köln; Olivier Messiaen; Karlheinz Stockhausen	Hochschule; Paris			3032523404
361176	Bernard Sanders ( born September 8 , 1941 ) is an American politician serving as the junior United States Senator from Vermont since 2007 . The longest-serving Independent in congressional history , he was first elected to the U.S. House of Representatives in 1990 and caucuses with the Democratic Party , enabling his appointment to congressional committees < nowiki/ > and at times giving Democrats a majority . Sanders was born and raised in the Brooklyn borough of New York City , and attended Brooklyn College before graduating from the University of Chicago in 1964 . While a student he was an active protest organizer for the Congress of Racial Equality and the Student Nonviolent Coordinating Committee during the civil rights movement .	Bernard Sanders	Vermont; Brooklyn; New York City	Bernard Sanders	Brooklyn; New York City	3032523404
58051091	Alfred Kelley ( November 7 , 1789—December 2 , 1859 ) was a banker , canal builder , lawyer , railroad executive , and state legislator in the state of Ohio in the United States . He is considered by historians to be one of the most prominent commercial , financial , and political Ohioans of the first half of the 19th century . Kelley is known as the `` Father of the Ohio and Erie Canal '' for his successful legislative attempt to establish the Ohio and Erie Canal . He was one of the canal 's first two `` acting commissioners '' , and oversaw its construction and completion .	Kelley; Alfred Kelley	Ohio; Ohio; the United States; Ohio			3032523404
1687680	Pope Francis ( ; ; ; born Jorge Mario Bergoglio ; 17 December 1936 ) is the 266th and current Pope and sovereign of the Vatican City State . Francis is the first Jesuit pope , the first from the Americas , the first from the Southern Hemisphere , and the first pope from outside Europe since the Syrian Gregory III , who reigned in the 8th century . Born in Buenos Aires , Argentina , Bergoglio was ordained a Catholic priest in 1969 , and from 1973 to 1979 was Argentina 's provincial superior of the Society of Jesus ( Jesuits ) . He became the Archbishop of Buenos Aires in 1998 and was created a cardinal in 2001 by Pope John Paul II .	Jorge Mario Bergoglio; Gregory III; John Paul II; Francis; Pope Francis; Pope	Argentina; Argentina; Bergoglio; Buenos Aires	Jorge Mario Bergoglio;Pope Francis	Buenos Aires	3032523404
154695	Diana Ross ( born March 26 , 1944 ) is an American singer , actress , and record producer . Born and raised in Detroit , Michigan , Ross rose to fame as the lead singer of the vocal group the Supremes , which , during the 1960s , became Motown 's most successful act , and are the best charting girl group in US history , as well as one of the world 's best-selling girl groups of all time . The group released a record-setting twelve number-one hit singles on the US `` Billboard '' Hot 100 , including `` Where Did Our Love Go '' , `` Baby Love '' , `` Come See About Me '' , `` Stop ! In the Name of Love '' , `` You Ca n't Hurry Love '' , `` You Keep Me Hangin ' On '' , `` Love Child '' , and `` Someday We 'll Be Together '' . Following her departure from the Supremes in 1970 , Ross released her eponymous debut solo album that same year , which contained the Top 20 Pop hit `` Reach Out and Touch ( Somebody 's Hand ) '' and the number-one Pop hit `` Ai n't No Mountain High Enough '' .	Motown; Ross; Hurry Love ''; Diana Ross; Ross	US; US; Michigan; Detroit	Diana Ross	Michigan; Detroit	3032523404
16243	Pt . Jawaharlal Nehru ( ; ; 14 November 1889 – 27 May 1964 ) was a freedom fighter , the first Prime Minister of India and a central figure in Indian politics before and after independence . He emerged as an eminent leader of the Indian independence movement under the tutelage of Mahatma Gandhi and served India as Prime Minister from its establishment as an independent nation in 1947 until his death in 1964 . He is considered to be the architect of the modern Indian nation-state : a sovereign , socialist , secular , and democratic republic .	Jawaharlal Nehru; Mahatma Gandhi	India; India	Jawaharlal Nehru	India	3034315964
1163285	Hedley Verity ( 18 May 1905 – 31 July 1943 ) was a professional cricketer who played for Yorkshire and England between 1930 and 1939 . A slow left-arm orthodox bowler , he took 1,956 wickets in first-class cricket at an average of 14.90 and 144 wickets in 40 Tests at an average of 24.37 . Named as one of the Wisden Cricketers of the Year in 1932 , he is regarded as one of the most effective slow left-arm bowlers to have played cricket . Never someone who spun the ball sharply , he achieved success through the accuracy of his bowling .	Yorkshire	England	Hedley Verity		3034315964
48596	Douglas MacArthur ( 26 January 18805 April 1964 ) was an American five-star general and Field Marshal of the Philippine Army . He was Chief of Staff of the United States Army during the 1930s and played a prominent role in the Pacific theater during World War II . He received the Medal of Honor for his service in the Philippines Campaign , which made him and his father Arthur MacArthur Jr. the first father and son to be awarded the medal . He was one of only five to rise to the rank of General of the Army in the US Army , and the only one conferred the rank of field marshal in the Philippine Army .	Douglas MacArthur; Arthur MacArthur Jr.	Philippines	Douglas MacArthur	United States	3034315964
26078	Robert Ervin Howard ( January 22 , 1906 – June 11 , 1936 ) was an American author who wrote pulp fiction in a diverse range of genres . He is well known for his character Conan the Barbarian and is regarded as the father of the sword and sorcery subgenre . Howard was born and raised in Texas . He spent most of his life in the town of Cross Plains , with some time spent in nearby Brownwood .	Howard; Robert Ervin Howard; Conan the Barbarian; Cross Plains	Texas; Brownwood	Robert Ervin Howard	Texas	3034315964
3331531	Ahmet Davutoğlu ( ; born 26 February 1959 ) is a Turkish academic , politician and former diplomat who was the Prime Minister of Turkey and leader of the Justice and Development Party ( AKP ) from August 2014 to May 2016 . He previously served as the Minister of Foreign Affairs from 2009 to 2014 and as chief advisor to Prime Minister Recep Tayyip Erdoğan from 2003 to 2009 . He was elected as an AKP Member of Parliament for Konya in the 2011 general election and was re-elected as an MP in both the June and November 2015 general elections . He resigned as Prime Minister on 22 May 2016 .	Ahmet Davutoğlu; Recep Tayyip Erdoğan	Turkey	Ahmet Davutoğlu	Turkey	3034315964
26940	Steven Allan Spielberg ( born December 18 , 1946 ) is an American filmmaker . He is considered one of the founding pioneers of the New Hollywood era and one of the most popular directors and producers in film history . After gaining traction in Hollywood with directing television and several minor theatrical releases , Spielberg became a household name as the director of `` Jaws '' ( 1975 ) , which was critically and commercially successful , and is considered the first summer blockbuster . His subsequent releases focused typically on science fiction and adventure films , with `` Close Encounters of the Third Kind '' ( 1977 ) , the `` Indiana Jones '' series , `` E.T .	Jaws; Steven Allan Spielberg; Spielberg	Indiana; Hollywood; Hollywood	Steven Allan Spielberg	United States	3034315964
